"1","0","pred","obs","Decile","Ventile","Charged_off"
0.9284,0.0716,"1","1",1,1,1
0.4492,0.5508,"0","1",4,8,1
0.3228,0.6772,"0","1",7,14,1
0.4929,0.5071,"0","0",3,6,0
0.3955,0.6045,"0","0",6,11,0
0.5378,0.4622,"1","0",2,4,0
0.392,0.608,"0","1",6,11,1
0,1,"0","0",10,20,0
0.7407,0.2593,"1","1",1,1,1
0.3246,0.6754,"0","1",7,14,1
0.3328,0.6672,"0","1",7,14,1
0.524,0.476,"1","0",3,5,0
0.5322,0.4678,"1","0",2,4,0
0.383,0.617,"0","0",6,12,0
0.4076,0.5924,"0","1",5,10,1
0.5832,0.4168,"1","1",2,3,1
0.3925,0.6075,"0","0",6,11,0
0.4512,0.5488,"0","0",4,8,0
0.4609,0.5391,"0","1",4,8,1
0.5841,0.4159,"1","1",2,3,1
0.3501,0.6499,"0","1",7,13,1
0.4305,0.5695,"0","0",5,9,0
0.142,0.858,"0","0",10,19,0
0.4276,0.5724,"0","1",5,9,1
0.641,0.359,"1","1",1,2,1
0,1,"0","0",10,20,0
0.3704,0.6296,"0","0",6,12,0
0.1992,0.8008,"0","1",9,18,1
0.1518,0.8482,"0","1",10,19,1
0,1,"0","0",10,20,0
0.361,0.639,"0","1",7,13,1
0.5169,0.4831,"1","1",3,5,1
0.3048,0.6952,"0","0",8,15,0
0.5184,0.4816,"1","0",3,5,0
0.3831,0.6169,"0","0",6,12,0
0.3807,0.6193,"0","0",6,12,0
0.4572,0.5428,"0","1",4,8,1
0.7546,0.2454,"1","1",1,1,1
0.3357,0.6643,"0","1",7,14,1
0.4971,0.5029,"0","1",3,6,1
0.3974,0.6026,"0","0",6,11,0
0.7645,0.2355,"1","1",1,1,1
0.1382,0.8618,"0","0",10,19,0
0.3839,0.6161,"0","0",6,12,0
0.8029,0.1971,"1","1",1,1,1
0.1303,0.8697,"0","0",10,19,0
0.4236,0.5764,"0","0",5,9,0
0.5081,0.4919,"1","1",3,5,1
0.3621,0.6379,"0","0",7,13,0
0.7212,0.2788,"1","1",1,2,1
0.3042,0.6958,"0","1",8,15,1
0.2735,0.7265,"0","1",8,16,1
0.4712,0.5288,"0","0",4,7,0
0.9142,0.0858,"1","1",1,1,1
0.4396,0.5604,"0","0",4,8,0
0.0559,0.9441,"0","1",10,20,1
0.8784,0.1216,"1","1",1,1,1
0.3724,0.6276,"0","0",6,12,0
0.2664,0.7336,"0","0",8,16,0
0.2648,0.7352,"0","1",8,16,1
0,1,"0","0",10,20,0
0.2694,0.7306,"0","0",8,16,0
0.4813,0.5187,"0","1",3,6,1
0.1361,0.8639,"0","0",10,19,0
0.2315,0.7685,"0","0",9,17,0
0.0924,0.9076,"0","0",10,19,0
0.1957,0.8043,"0","0",9,18,0
0.4176,0.5824,"0","0",5,10,0
0.2714,0.7286,"0","0",8,16,0
0.5304,0.4696,"1","0",3,5,0
0.4211,0.5789,"0","0",5,9,0
0.407,0.593,"0","0",5,10,0
0.3728,0.6272,"0","1",6,12,1
0.3986,0.6014,"0","1",6,11,1
0.4144,0.5856,"0","1",5,10,1
0.1273,0.8727,"0","1",10,19,1
0.3678,0.6322,"0","1",7,13,1
0.5708,0.4292,"1","1",2,3,1
0.2679,0.7321,"0","0",8,16,0
0.1721,0.8279,"0","1",9,18,1
0.0796,0.9204,"0","0",10,20,0
0.9077,0.0923,"1","1",1,1,1
0.3248,0.6752,"0","1",7,14,1
0.4739,0.5261,"0","0",4,7,0
0.3342,0.6658,"0","1",7,14,1
0.2737,0.7263,"0","1",8,16,1
0.5238,0.4762,"1","1",3,5,1
0.4171,0.5829,"0","0",5,10,0
0.3663,0.6337,"0","0",7,13,0
0.3446,0.6554,"0","1",7,14,1
0.1709,0.8291,"0","0",9,18,0
0.5497,0.4503,"1","1",2,4,1
0.5461,0.4539,"1","1",2,4,1
0.4587,0.5413,"0","0",4,8,0
0.2179,0.7821,"0","1",9,17,1
0.4259,0.5741,"0","0",5,9,0
0.4371,0.5629,"0","0",5,9,0
0.6608,0.3392,"1","1",1,2,1
0.9185,0.0815,"1","1",1,1,1
0.4457,0.5543,"0","0",4,8,0
0.5619,0.4381,"1","1",2,3,1
0.5384,0.4616,"1","1",2,4,1
0.2751,0.7249,"0","1",8,16,1
0.4325,0.5675,"0","1",5,9,1
0.4864,0.5136,"0","1",3,6,1
0.5853,0.4147,"1","1",2,3,1
0.1534,0.8466,"0","0",10,19,0
0.158,0.842,"0","0",10,19,0
0.3745,0.6255,"0","0",6,12,0
0.1038,0.8962,"0","0",10,19,0
0.5154,0.4846,"1","1",3,5,1
0.2412,0.7588,"0","0",9,17,0
0.5602,0.4398,"1","0",2,3,0
0.2673,0.7327,"0","0",8,16,0
0.3571,0.6429,"0","1",7,13,1
0.6796,0.3204,"1","0",1,2,0
0.3616,0.6384,"0","0",7,13,0
0.5202,0.4798,"1","0",3,5,0
0.476,0.524,"0","1",4,7,1
0.4634,0.5366,"0","1",4,7,1
0.5589,0.4411,"1","0",2,3,0
0.8433,0.1567,"1","1",1,1,1
0.4362,0.5638,"0","0",5,9,0
0.5017,0.4983,"1","1",3,6,1
0.4072,0.5928,"0","0",5,10,0
0.2749,0.7251,"0","0",8,16,0
0.6638,0.3362,"1","1",1,2,1
0.482,0.518,"0","0",3,6,0
0.2312,0.7688,"0","0",9,17,0
0.4648,0.5352,"0","0",4,7,0
0.53,0.47,"1","0",3,5,0
0.3811,0.6189,"0","0",6,12,0
0.6617,0.3383,"1","1",1,2,1
0.7301,0.2699,"1","1",1,1,1
0.5192,0.4808,"1","0",3,5,0
0.493,0.507,"0","0",3,6,0
0.3882,0.6118,"0","1",6,12,1
0.3487,0.6513,"0","1",7,13,1
0.34,0.66,"0","0",7,14,0
0.4871,0.5129,"0","1",3,6,1
0.4204,0.5796,"0","1",5,10,1
0.4089,0.5911,"0","0",5,10,0
0.0513,0.9487,"0","0",10,20,0
0.139,0.861,"0","0",10,19,0
0.4326,0.5674,"0","1",5,9,1
0.2369,0.7631,"0","1",9,17,1
0.12,0.88,"0","1",10,19,1
0.3062,0.6938,"0","1",8,15,1
0.5606,0.4394,"1","1",2,3,1
0.3477,0.6523,"0","1",7,13,1
0,1,"0","0",10,20,0
0.4809,0.5191,"0","1",3,6,1
0.8656,0.1344,"1","1",1,1,1
0.3132,0.6868,"0","0",8,15,0
0.604,0.396,"1","1",1,2,1
0.39,0.61,"0","1",6,11,1
0.531,0.469,"1","1",3,5,1
0.4276,0.5724,"0","0",5,9,0
0,1,"0","0",10,20,0
0,1,"0","0",10,20,0
0.229,0.771,"0","1",9,17,1
0.3231,0.6769,"0","1",7,14,1
0.1514,0.8486,"0","0",10,19,0
0.2808,0.7192,"0","0",8,16,0
0.4229,0.5771,"0","0",5,9,0
0.3967,0.6033,"0","0",6,11,0
0.1643,0.8357,"0","1",10,19,1
0.7083,0.2917,"1","1",1,2,1
0.3081,0.6919,"0","0",8,15,0
0.3841,0.6159,"0","0",6,12,0
0.4916,0.5084,"0","1",3,6,1
0.4212,0.5788,"0","1",5,9,1
0.391,0.609,"0","0",6,11,0
0.8541,0.1459,"1","1",1,1,1
0.4518,0.5482,"0","0",4,8,0
0.413,0.587,"0","1",5,10,1
0.5563,0.4437,"1","0",2,3,0
0.4755,0.5245,"0","0",4,7,0
0.6356,0.3644,"1","1",1,2,1
0.2412,0.7588,"0","0",9,17,0
0.4094,0.5906,"0","1",5,10,1
0,1,"0","0",10,20,0
0.2897,0.7103,"0","0",8,16,0
0.3868,0.6132,"0","0",6,12,0
0.2492,0.7508,"0","1",9,17,1
0.4403,0.5597,"0","0",4,8,0
0.5797,0.4203,"1","0",2,3,0
0.1312,0.8688,"0","0",10,19,0
0.5048,0.4952,"1","0",3,6,0
0.152,0.848,"0","0",10,19,0
0.3896,0.6104,"0","0",6,11,0
0.5016,0.4984,"1","0",3,6,0
0.4474,0.5526,"0","0",4,8,0
0.437,0.563,"0","0",5,9,0
0.5337,0.4663,"1","0",2,4,0
0.3588,0.6412,"0","0",7,13,0
0.4301,0.5699,"0","1",5,9,1
0.1863,0.8137,"0","0",9,18,0
0.3937,0.6063,"0","0",6,11,0
0.5904,0.4096,"1","1",2,3,1
0.4508,0.5492,"0","1",4,8,1
0.4787,0.5213,"0","1",4,7,1
0.5026,0.4974,"1","1",3,6,1
0.5443,0.4557,"1","1",2,4,1
0.31,0.69,"0","0",8,15,0
0.5548,0.4452,"1","1",2,4,1
0.3744,0.6256,"0","0",6,12,0
0.5497,0.4503,"1","1",2,4,1
0.4016,0.5984,"0","0",6,11,0
0.2748,0.7252,"0","0",8,16,0
0.4349,0.5651,"0","0",5,9,0
0.2341,0.7659,"0","0",9,17,0
0.4145,0.5855,"0","1",5,10,1
0.3791,0.6209,"0","0",6,12,0
0.4224,0.5776,"0","0",5,9,0
0.5581,0.4419,"1","0",2,3,0
0.4201,0.5799,"0","0",5,10,0
0.8079,0.1921,"1","1",1,1,1
0.4767,0.5233,"0","1",4,7,1
0.1609,0.8391,"0","0",10,19,0
0.3093,0.6907,"0","1",8,15,1
0.2309,0.7691,"0","0",9,17,0
0.4046,0.5954,"0","0",6,11,0
0.3703,0.6297,"0","0",6,12,0
0.4039,0.5961,"0","0",6,11,0
0.2973,0.7027,"0","0",8,15,0
0.445,0.555,"0","0",4,8,0
0.1817,0.8183,"0","1",9,18,1
0.3938,0.6062,"0","0",6,11,0
0.3521,0.6479,"0","0",7,13,0
0.2511,0.7489,"0","0",9,17,0
0.5477,0.4523,"1","1",2,4,1
0.5471,0.4529,"1","0",2,4,0
0,1,"0","0",10,20,0
0.4675,0.5325,"0","1",4,7,1
0.4375,0.5625,"0","1",5,9,1
0.7974,0.2026,"1","1",1,1,1
0.1629,0.8371,"0","0",10,19,0
0.5297,0.4703,"1","1",3,5,1
0.3244,0.6756,"0","0",7,14,0
0,1,"0","0",10,20,0
0.4695,0.5305,"0","0",4,7,0
0.4909,0.5091,"0","1",3,6,1
0.3365,0.6635,"0","0",7,14,0
0.1625,0.8375,"0","0",10,19,0
0.5444,0.4556,"1","1",2,4,1
0.5557,0.4443,"1","1",2,3,1
0.3474,0.6526,"0","0",7,13,0
0.291,0.709,"0","0",8,16,0
0.1711,0.8289,"0","0",9,18,0
0.2389,0.7611,"0","0",9,17,0
0.369,0.631,"0","0",7,13,0
0.4427,0.5573,"0","0",4,8,0
0.348,0.652,"0","1",7,13,1
0.4659,0.5341,"0","1",4,7,1
0.501,0.499,"1","1",3,6,1
0.4141,0.5859,"0","1",5,10,1
0.4979,0.5021,"0","1",3,6,1
0.2793,0.7207,"0","1",8,16,1
0.3811,0.6189,"0","1",6,12,1
0.2365,0.7635,"0","0",9,17,0
0.9232,0.0768,"1","1",1,1,1
0.3567,0.6433,"0","0",7,13,0
0,1,"0","0",10,20,0
0.4743,0.5257,"0","1",4,7,1
0.2781,0.7219,"0","0",8,16,0
0.5232,0.4768,"1","1",3,5,1
0.4556,0.5444,"0","1",4,8,1
0.4726,0.5274,"0","0",4,7,0
0.4463,0.5537,"0","1",4,8,1
0.2881,0.7119,"0","1",8,16,1
0.5455,0.4545,"1","0",2,4,0
0.3992,0.6008,"0","0",6,11,0
0.5502,0.4498,"1","1",2,4,1
0.5276,0.4724,"1","0",3,5,0
0.375,0.625,"0","1",6,12,1
0.4905,0.5095,"0","0",3,6,0
0.2996,0.7004,"0","0",8,15,0
0,1,"0","0",10,20,0
0.3082,0.6918,"0","1",8,15,1
0.3307,0.6693,"0","0",7,14,0
0.3234,0.6766,"0","1",7,14,1
0.3446,0.6554,"0","1",7,14,1
0.3953,0.6047,"0","1",6,11,1
0.651,0.349,"1","1",1,2,1
0.3589,0.6411,"0","0",7,13,0
0.3057,0.6943,"0","0",8,15,0
0.5145,0.4855,"1","0",3,5,0
0.0905,0.9095,"0","1",10,19,1
0.4941,0.5059,"0","1",3,6,1
0.3741,0.6259,"0","0",6,12,0
0.5824,0.4176,"1","0",2,3,0
0.337,0.663,"0","0",7,14,0
0.4506,0.5494,"0","1",4,8,1
0.1044,0.8956,"0","0",10,19,0
0.1236,0.8764,"0","0",10,19,0
0.319,0.681,"0","0",8,15,0
0.6731,0.3269,"1","1",1,2,1
0,1,"0","0",10,20,0
0.2856,0.7144,"0","0",8,16,0
0.4183,0.5817,"0","1",5,10,1
0.0926,0.9074,"0","0",10,19,0
0.0723,0.9277,"0","0",10,20,0
0.4679,0.5321,"0","0",4,7,0
0.3016,0.6984,"0","1",8,15,1
0.1199,0.8801,"0","1",10,19,1
0.3678,0.6322,"0","0",7,13,0
0.3081,0.6919,"0","0",8,15,0
0.4031,0.5969,"0","1",6,11,1
0.1064,0.8936,"0","1",10,19,1
0.4144,0.5856,"0","1",5,10,1
0.5175,0.4825,"1","1",3,5,1
0.332,0.668,"0","1",7,14,1
0.2954,0.7046,"0","0",8,15,0
0.3036,0.6964,"0","1",8,15,1
0.3884,0.6116,"0","0",6,12,0
0.406,0.594,"0","1",6,11,1
0.3847,0.6153,"0","0",6,12,0
0.1625,0.8375,"0","0",10,19,0
0.3944,0.6056,"0","0",6,11,0
0.5277,0.4723,"1","1",3,5,1
0.4605,0.5395,"0","0",4,8,0
0.5135,0.4865,"1","1",3,5,1
0.5131,0.4869,"1","1",3,5,1
0.3199,0.6801,"0","0",7,14,0
0.5003,0.4997,"1","0",3,6,0
0.3945,0.6055,"0","1",6,11,1
0.2927,0.7073,"0","0",8,15,0
0.5658,0.4342,"1","1",2,3,1
0.1969,0.8031,"0","0",9,18,0
0.5379,0.4621,"1","1",2,4,1
0.462,0.538,"0","0",4,7,0
0.4097,0.5903,"0","0",5,10,0
0.2875,0.7125,"0","1",8,16,1
0.4614,0.5386,"0","1",4,7,1
0.2152,0.7848,"0","0",9,18,0
0.2167,0.7833,"0","0",9,17,0
0.4627,0.5373,"0","1",4,7,1
0.3037,0.6963,"0","0",8,15,0
0.3537,0.6463,"0","0",7,13,0
0.4666,0.5334,"0","0",4,7,0
0.6167,0.3833,"1","0",1,2,0
0.3801,0.6199,"0","0",6,12,0
0.553,0.447,"1","1",2,4,1
0.4936,0.5064,"0","1",3,6,1
0.4523,0.5477,"0","1",4,8,1
0.4611,0.5389,"0","0",4,8,0
0.4364,0.5636,"0","0",5,9,0
0.4008,0.5992,"0","0",6,11,0
0.5138,0.4862,"1","1",3,5,1
0.2067,0.7933,"0","0",9,18,0
0.5863,0.4137,"1","1",2,3,1
0.3342,0.6658,"0","1",7,14,1
0.2101,0.7899,"0","0",9,18,0
0.4053,0.5947,"0","0",6,11,0
0.1767,0.8233,"0","0",9,18,0
0.4729,0.5271,"0","0",4,7,0
0.5914,0.4086,"1","0",2,3,0
0.4143,0.5857,"0","0",5,10,0
0.5493,0.4507,"1","0",2,4,0
0.383,0.617,"0","1",6,12,1
0.1893,0.8107,"0","0",9,18,0
0.4723,0.5277,"0","0",4,7,0
0,1,"0","0",10,20,0
0,1,"0","0",10,20,0
0.4915,0.5085,"0","1",3,6,1
0.3776,0.6224,"0","0",6,12,0
0.5369,0.4631,"1","1",2,4,1
0.4131,0.5869,"0","0",5,10,0
0.3838,0.6162,"0","0",6,12,0
0.1814,0.8186,"0","1",9,18,1
0.6089,0.3911,"1","1",1,2,1
0.3437,0.6563,"0","0",7,14,0
0.4789,0.5211,"0","0",4,7,0
0.3607,0.6393,"0","0",7,13,0
0.3386,0.6614,"0","0",7,14,0
0.1399,0.8601,"0","0",10,19,0
0.4007,0.5993,"0","0",6,11,0
0.2991,0.7009,"0","1",8,15,1
0.4223,0.5777,"0","0",5,9,0
0.6066,0.3934,"1","1",1,2,1
0.4529,0.5471,"0","0",4,8,0
0.503,0.497,"1","0",3,6,0
0.4063,0.5937,"0","0",5,10,0
0.3699,0.6301,"0","0",6,12,0
0.317,0.683,"0","0",8,15,0
0.4127,0.5873,"0","0",5,10,0
0.469,0.531,"0","0",4,7,0
0.243,0.757,"0","0",9,17,0
0.6099,0.3901,"1","1",1,2,1
0.4757,0.5243,"0","0",4,7,0
0.4228,0.5772,"0","0",5,9,0
0.2933,0.7067,"0","0",8,15,0
0.1349,0.8651,"0","0",10,19,0
0.4358,0.5642,"0","0",5,9,0
0.0983,0.9017,"0","0",10,19,0
0.4144,0.5856,"0","1",5,10,1
0.3744,0.6256,"0","1",6,12,1
0.5322,0.4678,"1","0",2,4,0
0.0975,0.9025,"0","1",10,19,1
0.3472,0.6528,"0","0",7,13,0
0.2178,0.7822,"0","0",9,17,0
0.5304,0.4696,"1","0",3,5,0
0.4004,0.5996,"0","0",6,11,0
0,1,"0","0",10,20,0
0.3652,0.6348,"0","1",7,13,1
0.1572,0.8428,"0","0",10,19,0
0.4188,0.5812,"0","0",5,10,0
0.0525,0.9475,"0","0",10,20,0
0.5247,0.4753,"1","1",3,5,1
0,1,"0","0",10,20,0
0.3193,0.6807,"0","0",7,14,0
0.2544,0.7456,"0","0",8,16,0
0.3109,0.6891,"0","1",8,15,1
0.538,0.462,"1","0",2,4,0
0.1857,0.8143,"0","1",9,18,1
0.2116,0.7884,"0","0",9,18,0
0.2917,0.7083,"0","1",8,16,1
0.188,0.812,"0","0",9,18,0
0.6316,0.3684,"1","1",1,2,1
0.5179,0.4821,"1","0",3,5,0
0.3738,0.6262,"0","0",6,12,0
0.5875,0.4125,"1","1",2,3,1
0.2031,0.7969,"0","0",9,18,0
0.2973,0.7027,"0","0",8,15,0
0.2275,0.7725,"0","0",9,17,0
0.202,0.798,"0","0",9,18,0
0.4365,0.5635,"0","1",5,9,1
0.4894,0.5106,"0","1",3,6,1
0.0947,0.9053,"0","0",10,19,0
0.3506,0.6494,"0","0",7,13,0
0.339,0.661,"0","0",7,14,0
0.2215,0.7785,"0","0",9,17,0
0.3163,0.6837,"0","0",8,15,0
0.5214,0.4786,"1","0",3,5,0
0.5582,0.4418,"1","1",2,3,1
0,1,"0","0",10,20,0
0.4614,0.5386,"0","0",4,8,0
0,1,"0","0",10,20,0
0.5549,0.4451,"1","1",2,4,1
0.0848,0.9152,"0","0",10,20,0
0.414,0.586,"0","0",5,10,0
0,1,"0","0",10,20,0
0.5445,0.4555,"1","0",2,4,0
0.2733,0.7267,"0","1",8,16,1
0.2786,0.7214,"0","0",8,16,0
0.5196,0.4804,"1","0",3,5,0
0.2758,0.7242,"0","0",8,16,0
0.3431,0.6569,"0","0",7,14,0
0.3752,0.6248,"0","0",6,12,0
0.5432,0.4568,"1","0",2,4,0
0.3738,0.6262,"0","1",6,12,1
0.4015,0.5985,"0","1",6,11,1
0.2873,0.7127,"0","0",8,16,0
0.5467,0.4533,"1","0",2,4,0
0.3419,0.6581,"0","0",7,14,0
0.1578,0.8422,"0","0",10,19,0
0.3695,0.6305,"0","0",7,13,0
0.568,0.432,"1","1",2,3,1
0.3145,0.6855,"0","0",8,15,0
0.3238,0.6762,"0","0",7,14,0
0.4292,0.5708,"0","1",5,9,1
0.1845,0.8155,"0","0",9,18,0
0.3873,0.6127,"0","1",6,12,1
0.2796,0.7204,"0","0",8,16,0
0.4441,0.5559,"0","0",4,8,0
0.2252,0.7748,"0","0",9,17,0
0.192,0.808,"0","0",9,18,0
0.1326,0.8674,"0","0",10,19,0
0.3516,0.6484,"0","0",7,13,0
0.6377,0.3623,"1","1",1,2,1
0.5874,0.4126,"1","1",2,3,1
0.4181,0.5819,"0","1",5,10,1
0.416,0.584,"0","0",5,10,0
0.3308,0.6692,"0","0",7,14,0
0.3227,0.6773,"0","0",7,14,0
0.2268,0.7732,"0","0",9,17,0
0.4937,0.5063,"0","1",3,6,1
0,1,"0","0",10,20,0
0.3942,0.6058,"0","0",6,11,0
0.4738,0.5262,"0","0",4,7,0
0.2339,0.7661,"0","0",9,17,0
0.5532,0.4468,"1","0",2,4,0
0.4714,0.5286,"0","1",4,7,1
0.5178,0.4822,"1","1",3,5,1
0.5314,0.4686,"1","1",2,4,1
0.3967,0.6033,"0","0",6,11,0
0.3403,0.6597,"0","1",7,14,1
0.3092,0.6908,"0","0",8,15,0
0.1647,0.8353,"0","0",10,19,0
0.241,0.759,"0","0",9,17,0
0.4511,0.5489,"0","0",4,8,0
0.4692,0.5308,"0","1",4,7,1
0.4156,0.5844,"0","0",5,10,0
0.441,0.559,"0","1",4,8,1
0.2357,0.7643,"0","0",9,17,0
0.3266,0.6734,"0","0",7,14,0
0.2762,0.7238,"0","0",8,16,0
0.5285,0.4715,"1","0",3,5,0
0.3716,0.6284,"0","0",6,12,0
0.184,0.816,"0","0",9,18,0
0.3717,0.6283,"0","0",6,12,0
0.5166,0.4834,"1","0",3,5,0
0.5604,0.4396,"1","0",2,3,0
0.4125,0.5875,"0","0",5,10,0
0.5164,0.4836,"1","1",3,5,1
0.367,0.633,"0","0",7,13,0
0.4352,0.5648,"0","0",5,9,0
0.4926,0.5074,"0","1",3,6,1
0.1591,0.8409,"0","0",10,19,0
0.2675,0.7325,"0","1",8,16,1
0.2364,0.7636,"0","0",9,17,0
0.4428,0.5572,"0","0",4,8,0
0.2765,0.7235,"0","0",8,16,0
0.4544,0.5456,"0","0",4,8,0
0.3771,0.6229,"0","0",6,12,0
0.5377,0.4623,"1","0",2,4,0
0.5174,0.4826,"1","0",3,5,0
0.3304,0.6696,"0","0",7,14,0
0.3167,0.6833,"0","1",8,15,1
0.5581,0.4419,"1","0",2,3,0
0.3133,0.6867,"0","0",8,15,0
0.6092,0.3908,"1","1",1,2,1
0.365,0.635,"0","0",7,13,0
0.4544,0.5456,"0","0",4,8,0
0.4535,0.5465,"0","1",4,8,1
0.1767,0.8233,"0","0",9,18,0
0.5358,0.4642,"1","1",2,4,1
0.3395,0.6605,"0","0",7,14,0
0.1429,0.8571,"0","0",10,19,0
0.3787,0.6213,"0","1",6,12,1
0.4679,0.5321,"0","1",4,7,1
0.2208,0.7792,"0","0",9,17,0
0.1338,0.8662,"0","1",10,19,1
0.1064,0.8936,"0","0",10,19,0
0.4665,0.5335,"0","1",4,7,1
0.5617,0.4383,"1","0",2,3,0
0.4946,0.5054,"0","1",3,6,1
0.0859,0.9141,"0","0",10,20,0
0.4258,0.5742,"0","1",5,9,1
0.5746,0.4254,"1","1",2,3,1
0.2259,0.7741,"0","1",9,17,1
0.4009,0.5991,"0","0",6,11,0
0.386,0.614,"0","0",6,12,0
0.2423,0.7577,"0","0",9,17,0
0.1185,0.8815,"0","0",10,19,0
0.3235,0.6765,"0","0",7,14,0
0.4333,0.5667,"0","1",5,9,1
0.3956,0.6044,"0","0",6,11,0
0.5658,0.4342,"1","1",2,3,1
0,1,"0","0",10,20,0
0.4783,0.5217,"0","1",4,7,1
0.541,0.459,"1","1",2,4,1
0.1959,0.8041,"0","0",9,18,0
0.5331,0.4669,"1","1",2,4,1
0.3994,0.6006,"0","1",6,11,1
0.4049,0.5951,"0","0",6,11,0
0.4683,0.5317,"0","1",4,7,1
0.1812,0.8188,"0","0",9,18,0
0.3956,0.6044,"0","1",6,11,1
0.2385,0.7615,"0","0",9,17,0
0.6461,0.3539,"1","1",1,2,1
0.4149,0.5851,"0","0",5,10,0
0.1333,0.8667,"0","0",10,19,0
0.4723,0.5277,"0","1",4,7,1
0.3126,0.6874,"0","0",8,15,0
0.5144,0.4856,"1","1",3,5,1
0.546,0.454,"1","1",2,4,1
0.4584,0.5416,"0","1",4,8,1
0.3699,0.6301,"0","1",6,12,1
0.4455,0.5545,"0","0",4,8,0
0.5976,0.4024,"1","0",1,2,0
0.4642,0.5358,"0","0",4,7,0
0.2716,0.7284,"0","0",8,16,0
0,1,"0","0",10,20,0
0.4163,0.5837,"0","0",5,10,0
0.314,0.686,"0","1",8,15,1
0.5412,0.4588,"1","0",2,4,0
0.5619,0.4381,"1","0",2,3,0
0.3224,0.6776,"0","0",7,14,0
0.5541,0.4459,"1","1",2,4,1
0.5968,0.4032,"1","1",1,2,1
0.6079,0.3921,"1","0",1,2,0
0.3254,0.6746,"0","0",7,14,0
0.5155,0.4845,"1","1",3,5,1
0.412,0.588,"0","0",5,10,0
0.1802,0.8198,"0","0",9,18,0
0.5833,0.4167,"1","1",2,3,1
0.061,0.939,"0","0",10,20,0
0.3505,0.6495,"0","0",7,13,0
0,1,"0","0",10,20,0
0.4199,0.5801,"0","0",5,10,0
0.361,0.639,"0","0",7,13,0
0.5026,0.4974,"1","0",3,6,0
0,1,"0","0",10,20,0
0,1,"0","0",10,20,0
0.4936,0.5064,"0","1",3,6,1
0,1,"0","0",10,20,0
0.4604,0.5396,"0","0",4,8,0
0.5788,0.4212,"1","1",2,3,1
0,1,"0","0",10,20,0
0.261,0.739,"0","1",8,16,1
0.534,0.466,"1","1",2,4,1
0.5181,0.4819,"1","0",3,5,0
0.5426,0.4574,"1","1",2,4,1
0.3909,0.6091,"0","0",6,11,0
0.4463,0.5537,"0","0",4,8,0
0.3443,0.6557,"0","0",7,14,0
0.5104,0.4896,"1","1",3,5,1
0.4936,0.5064,"0","1",3,6,1
0.5585,0.4415,"1","0",2,3,0
0.2983,0.7017,"0","0",8,15,0
0.0626,0.9374,"0","0",10,20,0
0.538,0.462,"1","0",2,4,0
0.6101,0.3899,"1","0",1,2,0
0.5574,0.4426,"1","0",2,3,0
0.4883,0.5117,"0","1",3,6,1
0.2316,0.7684,"0","0",9,17,0
0.4206,0.5794,"0","0",5,10,0
0.4308,0.5692,"0","0",5,9,0
0.1683,0.8317,"0","0",9,18,0
0.4652,0.5348,"0","0",4,7,0
0.3713,0.6287,"0","0",6,12,0
0.4013,0.5987,"0","0",6,11,0
0.6614,0.3386,"1","1",1,2,1
0,1,"0","0",10,20,0
0.6323,0.3677,"1","0",1,2,0
0.1742,0.8258,"0","0",9,18,0
0.1586,0.8414,"0","0",10,19,0
0.2998,0.7002,"0","0",8,15,0
0.2225,0.7775,"0","0",9,17,0
0.4207,0.5793,"0","0",5,9,0
0.584,0.416,"1","1",2,3,1
0.4096,0.5904,"0","0",5,10,0
0.5888,0.4112,"1","0",2,3,0
0.3286,0.6714,"0","0",7,14,0
0.478,0.522,"0","0",4,7,0
0.3706,0.6294,"0","0",6,12,0
0.3742,0.6258,"0","0",6,12,0
0.3714,0.6286,"0","0",6,12,0
0.611,0.389,"1","0",1,2,0
0.2083,0.7917,"0","0",9,18,0
0.368,0.632,"0","0",7,13,0
0.2941,0.7059,"0","1",8,15,1
0.3703,0.6297,"0","0",6,12,0
0.3474,0.6526,"0","0",7,13,0
0.2681,0.7319,"0","0",8,16,0
0.408,0.592,"0","0",5,10,0
0.3127,0.6873,"0","0",8,15,0
0.1986,0.8014,"0","0",9,18,0
0.5261,0.4739,"1","0",3,5,0
0.5558,0.4442,"1","1",2,3,1
0.2645,0.7355,"0","1",8,16,1
0.7148,0.2852,"1","1",1,2,1
0.0623,0.9377,"0","0",10,20,0
0.5826,0.4174,"1","1",2,3,1
0.4236,0.5764,"0","0",5,9,0
0.374,0.626,"0","1",6,12,1
0.4345,0.5655,"0","0",5,9,0
0.2669,0.7331,"0","0",8,16,0
0.318,0.682,"0","1",8,15,1
0.1798,0.8202,"0","0",9,18,0
0.3783,0.6217,"0","0",6,12,0
0.1669,0.8331,"0","0",9,18,0
0.2443,0.7557,"0","1",9,17,1
0.1996,0.8004,"0","0",9,18,0
0.3329,0.6671,"0","0",7,14,0
0.2218,0.7782,"0","0",9,17,0
0.4597,0.5403,"0","0",4,8,0
0.5625,0.4375,"1","0",2,3,0
0.2865,0.7135,"0","0",8,16,0
0.5263,0.4737,"1","1",3,5,1
0.36,0.64,"0","0",7,13,0
0.5893,0.4107,"1","1",2,3,1
0.5278,0.4722,"1","0",3,5,0
0.2431,0.7569,"0","0",9,17,0
0.1472,0.8528,"0","0",10,19,0
0,1,"0","0",10,20,0
0.2063,0.7937,"0","0",9,18,0
0.4654,0.5346,"0","0",4,7,0
0.433,0.567,"0","1",5,9,1
